experiment,final_reward,max_reward,steps,best_model,plot
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,115.0239,116.6332,267752,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,119.2442,120.1400,268040,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,115.7193,115.8322,257200,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,119.1969,119.1969,267440,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,93.1570,120.3935,247560,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,128.3643,128.3643,263744,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,116.7829,119.6897,262104,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,132.6882,133.4439,271336,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,125.3001,128.7107,262144,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,106.7960,118.4588,240016,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,116.5033,120.5172,261296,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,87.2652,124.9813,268011,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,105.8160,109.7150,249018,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,75.5026,75.5026,252904,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,130.7996,131.9878,266440,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,129.6143,130.6407,246769,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,87.7379,87.7379,250139,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,123.5379,126.1870,264276,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,125.7729,133.9370,266840,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,132.9084,134.7313,249042,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,109.0063,113.1649,268888,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,109.4785,109.6381,268168,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,126.3825,126.3825,239616,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,137.0225,137.0225,269488,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,117.6439,131.1891,227328,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,107.6976,116.6400,258048,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,131.8253,136.7600,241636,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,136.3531,136.8245,271936,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,130.8056,130.8056,270536,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,98.9514,119.8162,256243,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,110.7355,110.7355,252304,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,133.5014,137.1015,226390,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,130.9957,130.9957,239368,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,120.1456,120.1456,267840,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,97.2532,97.2532,253736,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,91.2034,91.2034,245760,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,109.7647,109.7647,257185,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,138.6687,139.5890,234299,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,91.0412,101.3099,249608,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,110.0521,127.6319,215240,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,141.4628,141.4628,226280,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,117.9526,118.3199,261496,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,82.4615,92.1514,245760,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,125.5533,132.9219,246560,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,136.0069,136.0069,244912,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,111.9428,111.9428,239578,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,141.3481,144.0175,223006,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,100.0265,110.0421,251066,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,103.3303,120.4345,245112,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,114.2006,114.2006,269088,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,98.5968,100.4849,263344,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,109.6207,115.9775,263744,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,116.2664,119.3349,266640,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,105.7163,114.1393,266840,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,112.0269,112.0269,264716,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,126.8651,126.8651,270936,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,132.2315,133.0070,263344,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,120.4270,120.4270,259198,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,126.3817,126.3817,261376,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,135.5663,135.5663,268888,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
