experiment,final_reward,max_reward,steps,best_model,plot
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,115.7746,115.7746,272336,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,112.0424,126.0755,268288,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,105.2060,105.2060,268040,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,115.7746,115.7746,272336,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,112.0424,126.0755,268288,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,105.2060,105.2060,268040,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,110.4705,116.4081,266640,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,127.7685,135.5226,231176,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,118.0541,118.0541,275632,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,110.4705,116.4081,266640,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,127.7685,135.5226,231176,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,118.0541,118.0541,275632,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,110.4705,116.4081,266640,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,127.7685,135.5226,231176,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,118.0541,118.0541,275632,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
